id,frequency
yra pelnęs,131
yra šeimos,131
yra šiuo,131
į latvijos,131
įdomūs faktai,131
įkalinimo įstaigose,131
įmonės darbuotojai,131
įsiliejo į,131
šalims kurios,131
šia diena,131
šios procedūros,131
švenčių metu,131
šį susitikimą,131
ūkio augimo,131
žingsnis buvo,131
žinoma jog,131
žinotų kad,131
žiūrėjau į,131
žmones bet,131
0 iš,130
0 su,130
00 iki,130
000 eur,130
1 kiaušinio,130
1 lenktynių,130
1 šaukštelio,130
10 2,130
100 dolerių,130
15 24,130
1500 m,130
16 13,130
16 a,130
17 12,130
2 metams,130
2 tritaškius,130
2/3 baudos,130
20 29,130
22 30,130
25 13,130
40 60,130
65 kg,130
aišku jei,130
akimirkų kai,130
amžiaus vaikams,130
andre drummondas,130
"apie 3,5",130
apie dviejų,130
apie pasitraukimą,130
apklausa atskleidė,130
ar kam,130
ar seimo,130
arba iki,130
arba išvis,130
as ir,130
atkūrimo dieną,130
atliko kratą,130
atliktą darbą,130
atrodė tarsi,130
atsakomųjų veiksmų,130
atskleidė ir,130
atstovauti savo,130
automobilio 2015,130
automobilį opel,130
aštuoniolikos komandų,130
b. tiškevič,130
balso teisę,130
bankroto byla,130
bei kartu,130
bei visuomenės,130
bendruomenės ir,130
bendruomenės narių,130
bet būtų,130
biudžeto lėšomis,130
bronzos medalis,130
bus ribojamas,130
buvo 13,130
buvo keli,130
buvo lengviau,130
buvo nušauti,130
buvo perkelti,130
buvęs ministras,130
bvp ir,130
byla perduota,130
būtent šių,130
būti panaudota,130
būtų geriausia,130
būtų neįmanoma,130
būtų patenkinti,130
centro dešiniųjų,130
d. motiejūnui,130
dalis lietuvių,130
dalis tų,130
dalykas tai,130
dar stipriau,130
darbo stažo,130
daug moterų,130
daug todėl,130
daugkartinis lietuvos,130
didelė žala,130
dieną bei,130
dieną naktį,130
diskusijas apie,130
diskusijų ir,130
diviziono a,130
dokumentai ir,130
donata vištartaitė,130
dėl pagalbos,130
dėl politinės,130
dėl veiksmų,130
elektroninį paštą,130
esą būtų,130
europos bei,130
europos stabilumo,130
eurų bei,130
f. castro,130
finalo ketverte,130
funkcijas ir,130
galbūt galite,130
galima tęsti,130
galite pasakyti,130
geriausių pasaulyje,130
gerokai sumažėjo,130
grupes ir,130
gynyba ir,130
gynybos ministru,130
"iki 2,5",130
iki daugiau,130
iki septynerių,130
informacinis karas,130
interviu apie,130
ir baigsis,130
ir filmo,130
ir giedrius,130
ir kurią,130
ir nereikėtų,130
ir pasiuntė,130
ir rumunijoje,130
ir sankt,130
ir skandinavijos,130
ir tikėjosi,130
ir valstybinė,130
ir vyko,130
ir žinome,130
iš gausybės,130
iš kokios,130
iš pavyzdžių,130
iš privačių,130
išėjimo į,130
iššūkį ir,130
jau 8,130
jav prezidentui,130
jei pats,130
jeigu turi,130
ji patikino,130
ji po,130
ji ten,130
jis paragino,130
jis važiavo,130
jo aplinkos,130
jo gali,130
joje bus,130
jono basanavičiaus,130
jos nori,130
jūrą ir,130
kad brexit,130
kad išlaikytų,130
kad kainų,130
kad pirmiausiai,130
kad seime,130
kad tokioje,130
kad tyrimo,130
kad viso,130
kai atvyko,130
kaip pagerinti,130
kaip šalies,130
kalba a.,130
kalbos komisija,130
kamuolius blokavo,130
karinis konfliktas,130
karjerą jis,130
karą sirijoje,130
kas priklausys,130
keliais ir,130
ketvirtį buvo,130
kiekvienam vaikui,130
kitame mieste,130
klausimais ir,130
klausimas sakė,130
klausimas į,130
klausimų kaip,130
ko laukti,130
kodėl mūsų,130
konferencijos finale,130
krovininių automobilių,130
kuo didesnė,130
kuriam reikia,130
kuriuos jau,130
kvietimą į,130
kęstas komskis,130
kūrybinės dirbtuvės,130
labai dėkingi,130
labai greit,130
labiau tinka,130
labiausiai įsiminė,130
laikais yra,130
latvijos lietuvos,130
lietuvos kartingo,130
magistralinių krašto,130
manai kad,130
manuelis vallsas,130
masinio naikinimo,130
mačas tarp,130
maždaug 8,130
maždaug iki,130
medžiagomis turint,130
mes einame,130
mes jam,130
metu pagal,130
metus mirė,130
metų čempionato,130
milijardus eurų,130
mln. vienetų,130
mums padeda,130
mėnesių nuo,130
nacionalinio transliuotojo,130
nariai iš,130
naujas rinkas,130
negali gyventi,130
nei 800,130
nelaimės atveju,130
nenuostabu jog,130
nes rusijos,130
nes tokių,130
nesitiki kad,130
nesėkmę patyrė,130
niekas neabejoja,130
normas ir,130
nusikaltimus ir,130
nustebino tai,130
nė už,130
nėra jokia,130
nėra susiję,130
o didžiausias,130
o žmonių,130
obama taip,130
operaciją prieš,130
oskaro koršunovo,130
pabaigoje jis,130
padėties ukrainoje,130
pagrindinį turnyrą,130
pagyvenusių žmonių,130
palaikyti savo,130
palangos ir,130
parduota daugiau,130
pasak profesoriaus,130
pasak seimo,130
pasak šalies,130
paslaptis jog,130
pastaruosius dešimt,130
pat planuoja,130
pat rungtynių,130
patirtį turintis,130
patys turi,130
penkerias rungtynes,130
pirma ir,130
pirminių rinkimų,130
planuojama pradėti,130
policija aiškinasi,130
potencialą ir,130
pradėti sportuoti,130
prezidentas sakė,130
pridurdama kad,130
priemonę ir,130
prieš jam,130
prieš pradėdami,130
prieš terorizmą,130
problema dėl,130
protas ir,130
pusantro karto,130
reaguoti ir,130
referendumo rezultatai,130
reikia leisti,130
reikia pabrėžti,130
reikėjo ir,130
respublikos piliečiai,130
retoriškai klausia,130
rinkiminės kampanijos,130
rugsėjo pabaigos,130
rusijos gyventojai,130
rytą ir,130
ryškių spalvų,130
s. berlusconi,130
sakė su,130
sakę kad,130
savivaldybė turi,130
savo ketinimus,130
savo o,130
seimo valdybos,130
senosios sostinės,130
serijos turnyras,130
situaciją kad,130
skausmas ir,130
skeptiškai vertina,130
skirsis nuo,130
socialinės išmokos,130
spręsti savo,130
stiprina imunitetą,130
struktūrą ir,130
su aktoriumi,130
su aplinkos,130
su grupės,130
su j,130
su konkurso,130
su nuolaida,130
su slovėnija,130
su švedijos,130
sunku vertinti,130
surinkta informacija,130
susitarti ir,130
suteikia teisę,130
suvokti savo,130
svarstyti ir,130
sąskaitą įsirašė,130
tad kol,130
tai liečia,130
tai numatyta,130
tai vieta,130
taigi net,130
taip dabar,130
tarptautinis olimpinis,130
tarpu rusijos,130
tačiau aišku,130
tačiau itin,130
taškų 10,130
teismui pateikė,130
tiek jis,130
tiesiog noriu,130
tikrai galėtų,130
tikrai neturi,130
tikslas padėti,130
tinklinio čempionate,130
todėl būtų,130
toliau gyventi,130
trečią ketvirtį,130
tuo lengviau,130
turėjo dar,130
turėtume būti,130
tyrimą buvo,130
tų kurių,130
universiteto mokslininkų,130
vadovais ir,130
vadovas artūras,130
vadovo pareigų,130
vaikams yra,130
vairuotojai kurie,130
val. bus,130
val. iš,130
valstiečiai ir,130
varžybų nugalėtoja,130
vasario 13,130
veiksmų plano,130
vidutiniškai rinkdavo,130
vienas jos,130
vietos kurioje,130
vilniuje vyko,130
visai kiti,130
visi tik,130
vitamino e,130
vp grupės,130
vw polo,130
xiv a.,130
yra milžiniškas,130
yra pagrindo,130
yra sudaryta,130
į kamerą,130
į ligonines,130
į ratus,130
į sankryžą,130
įsibėgėja per,130
įspūdis jog,130
įvažiavus į,130
šalių lyderių,130
šaltinių ir,130
šalys taip,130
šeima iš,130
šeštadienį į,130
šeštoje vietoje,130
ši kompanija,130
šio išpuolio,130
šios grupuotės,130
ūgio ir,130
žaidėjai iš,130
žalgirio komandos,130
žaliųjų žmogeliukų,130
žalos ir,130
žemiau nei,130
žieminių padangų,130
žmogus būtų,130
žmogus kaip,130
žmogų o,130
žmonių mano,130
žmonėms o,130
žodžiai ir,130
žodžius citavo,130
žuvo penki,130
1/32 finalo,129
18 10,129
18 27,129
1977 metais,129
1991 aisiais,129
21 28,129
26 30,129
30 osios,129
5 ojo,129
9 proc,129
administracinė bauda,129
agentūros vadovas,129
aliejų ir,129
alytaus ir,129
amžiaus lietuvos,129
andrius gudžius,129
ant kėdės,129
apie pastebėtus,129
aplink juos,129
apsisuko ir,129
ar iki,129
ar juo,129
ar kitokiu,129
ar nenori,129
artimiausius dvejus,129
asmens dokumentus,129
asmenų skaičius,129
atlyginimai ir,129
atlyginimai yra,129
atsiras daugiau,129
atstovai teigė,129
aviacijos administracijos,129
aštuntą kartą,129
balsavimo internetu,129
baltic champignons,129
batus ir,129
baudos minutes,129
baudžiamas bauda,129
be jūsų,129
bei seimo,129
bet nepaisant,129
buvo 12,129
buvo 2,129
buvo jaučiamas,129
buvo nufilmuotas,129
buvo nuteista,129
buvo vertinama,129
buvo įspėtas,129
būdas ir,129
būna su,129
centro direktoriaus,129
daina yra,129
dainos ir,129
darbo pokalbį,129
darbuotojų iš,129
darėsi vis,129
destabilizuoti padėtį,129
didelę patirtį,129
didžiausia bėda,129
dokumentų klastojimu,129
draugiškus santykius,129
dvigubai didesnis,129
dvikova baigėsi,129
dėl finansavimo,129
dėl grožio,129
dėl tolesnės,129
dėl įtariamo,129
e. snowdenas,129
ekipos narys,129
elektros gamybos,129
energijos skirstymo,129
energijos tiekimas,129
energijos šaltinis,129
evaldas gustas,129
federacijos generalinis,129
futures serijos,129
gaišti laiko,129
gali egzistuoti,129
galo kad,129
galvos iki,129
galvos skausmai,129
gautas iškvietimas,129
gelbėjimo departamentas,129
gero gyvenimo,129
grupėse užėmusios,129
idėjomis ir,129
idėjų kaip,129
imtis papildomų,129
ir apkaltino,129
ir atsakingas,129
ir augalų,129
ir buvusių,129
ir dalyvauja,129
ir druskos,129
ir gerti,129
ir it,129
ir lauko,129
ir lietuviams,129
ir miesteliuose,129
ir nemanau,129
ir pagrindinė,129
ir paklausti,129
ir parlamento,129
ir patinka,129
ir plaukų,129
ir rinktinės,129
ir rizikos,129
ir slovėnijos,129
ir svarbiausias,129
ir tokią,129
ir vaikinų,129
ir važiuoja,129
ir veda,129
ir vienam,129
ir šiai,129
iš 21,129
iš azerbaidžano,129
iš kroatijos,129
išėjau iš,129
j. razma,129
j. redickas,129
jai padėti,129
jau 2015,129
jau baigė,129
jaunų žaidėjų,129
jav nacionalinio,129
jeigu jį,129
ji viena,129
jie dėl,129
jie nuo,129
jiedu su,129
jiems sunku,129
jis laiko,129
juk galima,129
juoda ir,129
jį sulaikė,129
jų atstovai,129
kad aplinkos,129
kad ekonomika,129
kad iranas,129
kad liberalai,129
kad vidaus,129
kai daug,129
kai ukrainos,129
kaip puikiai,129
kaip skelbė,129
karjeros ir,129
karo tarnyba,129
karolina pliskova,129
kartus tapo,129
kas tiksliai,129
kauno stumbro,129
kazlausko auklėtiniai,129
kelionę ir,129
kepimo miltelius,129
kiaušinius ir,129
kiekis gali,129
kituose lietuvos,129
kodėl lietuvos,129
kokiame nors,129
kol šis,129
komisijos pirmininku,129
kreipėsi dėl,129
kurie nebuvo,129
ką rodo,129
labai jauna,129
labai rimtų,129
labiausiai į,129
laikyti ir,129
lenkijos gynybos,129
lff stadionas,129
lietuvoje vyks,129
lietuvos ekipa,129
lietuvos rinką,129
likus 2,129
linas adomaitis,129
lyties atstovai,129
lįsti į,129
m baudinių,129
malaizijos lainerio,129
manau taip,129
marina solopova,129
maskvą ir,129
mažiausiai tris,129
mažiausiai vienas,129
mes bandome,129
mes visiškai,129
metais pirmą,129
metu ukrainos,129
metų vaikinas,129
mindaugo karūnavimo,129
moteris o,129
mums to,129
muzikos žvaigždžių,129
mėnesį iki,129
mūsų organizmas,129
naktiniuose klubuose,129
naujausių modelių,129
ne tikrai,129
ne valstybės,129
nei 35,129
nei gali,129
nei pas,129
neneigia kad,129
nenuleisti rankų,129
nereikia daryti,129
nes bijo,129
nes jose,129
nes nieko,129
nes patys,129
nes reikėjo,129
nes turiu,129
net šešis,129
nieko daryti,129
nobelio literatūros,129
nors ką,129
nuo maisto,129
nuo starto,129
nuogąstauja kad,129
nustatyti kas,129
nė kalbos,129
nėra kam,129
o dieve,129
o gali,129
oficialiai buvo,129
omenyje tai,129
p. gasolis,129
pakišo koją,129
paleista iš,129
paprasčiausiai nėra,129
pasisakė ir,129
pasiūlymas buvo,129
pasiūlymų iš,129
pat ar,129
pataikė vos,129
patarimų ir,129
pažymėjo a.,129
per septynerius,129
pirmajame rinkimų,129
pirmalaikius rinkimus,129
pirmavo net,129
planas yra,129
po finalo,129
po tos,129
pole poziciją,129
poveikio priemonės,129
pradėjau nuo,129
prekės ženklai,129
premjeras dmitrijus,129
prevencijos ir,129
prezidentės teigimu,129
prezidentę dalią,129
prie jau,129
prie įvažiavimo,129
prieš 11,129
prieš es,129
priimtas dėl,129
primena elta,129
pūs silpnas,129
r. kirilkinas,129
r. meilutytei,129
rasa drazdauskaitė,129
reformų ir,129
reikia gyventi,129
renault laguna,129
ričardas beniušis,129
rodiklis yra,129
rusijos juodosios,129
sakė z.,129
savaites ir,129
savo aikštės,129
savo asmeninius,129
savo grožiu,129
savo istorijomis,129
savo piliečiams,129
savo pirmą,129
savo pusės,129
savo užsienio,129
savo šalimi,129
scenoje ir,129
seimą ir,129
serge'as ibaka,129
siųsti į,129
skandalas dėl,129
skatinimo programos,129
skirtingų rūšių,129
skrydis iš,129
sm dubysos,129
su 50,129
su automobiliais,129
su didžiąja,129
su svečiais,129
su taip,129
su įjungtais,129
sukasi aplink,129
sunkiai ir,129
sunkios būklės,129
sunkus girtumas,129
supranta kas,129
svarbią vietą,129
svarbu tinkamai,129
sąskaitos už,129
tad aš,129
tai penktadienį,129
tarnybinį patikrinimą,129
tas klausimas,129
taurė kaunas,129
tačiau manoma,129
tačiau pasirodo,129
teigimu buvo,129
teigė i.,129
teisingumo partija,129
teko palikti,129
temperatūra buvo,129
terrence'as jonesas,129
tiek kaip,129
tiek mano,129
tiek vyrų,129
tiesa iš,129
tiesa tik,129
tik lietuvių,129
tik žmogus,129
tns lt,129
tokie asmenys,129
tokio gyvenimo,129
trenerių štabas,129
turės dar,129
turės priimti,129
turėti labai,129
tą situaciją,129
ukrainos parlamento,129
už išstojimą,129
už receptą,129
už tokio,129
užtikrintai laimėjo,129
užtikrinti jog,129
vadovas gediminas,129
vaikų ligoninės,129
vakarų šalis,129
valandas o,129
valstybinės įmonės,129
valstybės vadovė,129
vardas buvo,129
vienai komandai,129
vienas automobilis,129
vienas kandidatas,129
vienas žinomiausių,129
vientisumą ir,129
vieną tokį,129
vilkyškių pieninė,129
vilmantas dilys,129
vilniaus kibirkštis,129
visiška nesąmonė,129
visiškai skirtingi,129
vyrui ir,129
yra buvusi,129
yra iššūkis,129
ąjį straipsnį,129
į aštuntą,129
į lietuvišką,129
į nokdauną,129
į pabėgėlių,129
įdėkite į,129
įvyko sprogimas,129
šalies pirmenybėse,129
šalies teritorijos,129
šalių o,129
šalių vyriausybės,129
šiame sporte,129
šiame vaizdo,129
šiol bus,129
šią partiją,129
šią šventę,129
ųjų gegužės,129
žinia ta,129
1/1 baudos,128
14 9,128
19 dienos,128
2 dienomis,128
2 dvitaškius,128
20 28,128
20 mlrd.,128
23 13,128
25 laipsnius,128
28 25,128
30 kartų,128
300 000,128
"4,5 tūkst.",128
43 ejų,128
44 min.,128
60 km,128
7 rezultatyvius,128
a. bilotaitė,128
a. brazauskas,128
a. brazausko,128
agentūra xinhua,128
agentūros duomenimis,128
akcizais apmokestinamomis,128
alas horfordas,128
ambasadorius lietuvoje,128
anot k.,128
anot p.,128
anot rusijos,128
apie kitų,128
apie moterų,128
aplankyti ir,128
apmokestinamomis prekėmis,128
ar 20,128
ar patys,128
ar šiandien,128
atkeliavo į,128
atsiranda galimybė,128
atsiųstame komentare,128
atstovai spaudai,128
aukštojo išsilavinimo,128
automobiliais ir,128
automobilis partrenkė,128
automobilių o,128
avarinės būklės,128
baltic kanalas,128
bet patys,128
bet tokie,128
bloga žinia,128
borisas nemcovas,128
bus atlikti,128
buvo pateiktos,128
buvo teisingas,128
byloje valstybinį,128
būti panaudoti,128
centre olandų,128
dalį o,128
dar vieni,128
darbas kurį,128
darbdavys gali,128
darbui su,128
daryti o,128
daugiau savo,128
delfi prisipažino,128
derrickas rose'as,128
didelio populiarumo,128
diena o,128
dienos šviesos,128
dieną savo,128
dirbti nes,128
diskusijų dėl,128
draugiškos rungtynės,128
du o,128
duomenys bus,128
dėl apdovanojimų,128
dėmesio iš,128
e. urbanavičius,128
eilės iškovojo,128
elina svitolina,128
fa taurės,128
fifa prezidento,128
galima suskaičiuoti,128
galima taikyti,128
galime padėti,128
galimybę iš,128
gana paprasta,128
garsių žmonių,128
gatvėje buvo,128
gaunamas pajamas,128
generaliniu sekretoriumi,128
genetiškai modifikuotų,128
gerų darbų,128
ginčai dėl,128
gražūs ir,128
gyvenimas su,128
gyvenimo aprašymą,128
gėda kad,128
humoro jausmas,128
ieško savo,128
ilgąją pertrauką,128
investuotojų dėmesio,128
ir administracijos,128
ir antros,128
ir atidžiai,128
ir atėjo,128
ir balandžio,128
ir buvusios,128
ir didesnį,128
ir iškvietė,128
ir kitokius,128
ir komplektavimo,128
ir kubos,128
ir kultūra,128
ir lietaus,128
ir lrt,128
ir nedaug,128
ir padarėme,128
ir pasibaigus,128
ir suomija,128
ir surengė,128
ir tiesą,128
ir tikslus,128
ir tvarka,128
ir vasario,128
ir vengrija,128
ir vienoje,128
