Class;Text
POS;„Greitesnė, lankstesnė, įvairiapusiška „SAP HANA“ sistema atvėrė papildomas verslo analitikos panaudojimo galimybes, o duomenų apdorojimo spartą pakėlė į naują lygį. Ji reikšmingai prisidėjo prie to, kad dabar į rinkos pokyčius ir signalus galime reaguoti realiu laiku, taip kurdami pridėtinę vertę savo klientams. „Telia“ pasirinkome dėl jų lankstumo, ilgametės patirties ir individualaus dėmesio klientams“, – sako „Rimi Baltic“ IT direktorius Dainis Bçrziòš.
NEU;„žūPGF sutartis dėl lengvatinių paskolų teikimo žemės ūkio ir žuvininkystės subjektams, nukentėjusiems nuo COVID-19, yra pasirašęs su Jungtine centrine kredito unija ir 6-iomis kredito unijomis, veikiančiomis su prekės ženklu KREDA. Paskolų teikimo procesas jau prasidėjo, o suinteresuoti asmenys gali kreiptis dėl lengvatinės paskolos gavimo į artimiausią savo regiono uniją. Viena iš pagrindinių sąlygų gauti paskolą pagal šią priemonę – COVID-19 ligos protrūkio laikotarpiu nuo 2020 m. kovo 16 d. patirti sunkumai. Jie vertinami atsižvelgiant į skubaus padengimo – kritinio likvidumo – rodiklio reikšmę, skolos rodiklio reikšmę arba apyvartos pokyčius“, – vardija Kristina Simonovič, Jungtinės centrinės kredito unijos valdybos pirmininkė.
NEU;Lietuva yra aktyviausia Astravo AE projekto kritikė, akcentuojanti būtinybę laikytis saugumo reikalavimų. Tuo tarpu Minskas Vilniaus priekaištus dėl jų nepaisymo atmeta.
NEU;Kita vertus, verta pabrėžti, kad Europos valstybės koncentruojasi į ilgalaikį verslų tvarumą, daugiau reglamentuoja įvairias veiklas, todėl čia vystant verslą privaloma atsižvelgti ir į darbuotojus, ir visuomenę, ir aplinkosaugą, kas nėra patys didžiausi prioritetai Pietryčių Azijos šalyse. Su jomis Europos laivų statytojai gali konkuruoti tik inovatyvumu – technologijomis, ekonomiškumu, laivų specializuotumu.
POS;Būtent dėl sukuriamų darbo vietų ir regiono gerovės laivų statyklos ir jų remonto verslai yra itin aktualūs Europos valstybėms, todėl šios skatina ir paremia laivų statybos ir remonto veiklas. Kadangi šiuo metu kruizinių keleivinių laivų sektorius yra itin pažeistas, Europos valstybių valdžia, siekiant išlaikyti per daug metų šalyje sukurtus jūrinius verslus, ne tik juos subsidijuoja, bet ir pačios iš savo vietinių statytojų užsako specialius, didelės pridėtinės vertės, inovatyvius bei technologiškai sudėtingus – naftos teršalų surinkimo, gelbėjimo, pakrančių apsaugos, vėjo jėgainių parkus aptarnaujančius ir kt. – laivus. Toks Europos valstybių žingsnis – išties siektinas pavyzdys, stengiantis palaikyti vietinį verslą.
POS;Atvirai kalbant, itin džiaugiamės Malkų įlankos infrastruktūros plėtros projektu, kurio pirmas etapas jau eina į pabaigą. šiandien projekto dėka pagaliau galėjome pastatyti naują, šiuo metu didžiausią Baltijos šalyse doką, galintį aptarnauti tokio tipo laivus kaip „Panamax“, „Postpanamax“ ir „Aframax“. Tikimės, kad iki lapkričio pradžios pastatysime dar vieną ir tokiu būdu ženkliai sustiprinsime savo konkurencinį pranašumą prieš kitas Europos laivų remonto bendroves. žinoma, nemažai problemų tokių laivų priėmimui vis dar kelia uosto krantinių būvis.
POS;– Būtent tai, kad veikiame kaip įmonių grupė ir yra mūsų stiprybė. Pastarieji metai Lietuvos laivų remontui ir statybai buvo išties geri – daug įtakos padarė valstybės indėlis į uosto plėtrą, taip pat mūsų pačių investicijos, kurios padeda augti laivų krovos ir logistikos verslui. Vertinant praėjusių metų prognozes, matėme pakankamai sėkmingus 2020 m., išsikėlėme gana ambicingus tikslus. šiandien, metams einant į pabaigą, suprantame, kad ne visus tikslus pavyks įgyvendinti. Vis tik ir tokioje situacijoje sugebėjome išlaikyti 10 proc. pardavimų augimą palyginus su praėjusiais metais. Tai didžiąja dalimi lėmė ir jau minėtos investicijos į uosto infrastruktūrą.
POS;AB „Vakarų laivų gamykla“ įmonių grupė jau penkis dešimtmečius yra didžiausia jūrinės inžinerinės pramonės įmonė Lietuvoje, sukurianti daugiau nei 3 tūkst. darbo vietų. šiuo metu grupė vienija 20 skirtingos specializacijos įmonių ir teikia visas, su laivo gyvavimo ciklu susijusias paslaugas, kurių pagrindinės – laivų statybos, laivų remonto ir konversijos projektų įgyvendinimas, kompleksiniai laivų projektavimo ir inžineriniai sprendimai, didelių ir sudėtingų metalo konstrukcijų bei įrengimų gamyba bei jūrų krovinių krova.
NEG;Didžiąją Britaniją smarkiai paveikė koronavirusas – čia užregistruota daugiau kaip 41.500 mirčių. Tai didžiausias rodiklis Europoje ir vienas didžiausių pasaulyje.
POS;šiuo metu rengiamoje naujoje valstybinėje strategijoje numatoma, kad senų daugiabučių renovacijos tempai Lietuvoje palaipsniui turėtų išaugti trigubai, o iš viso iki 2050 m. siekiama atnaujinti apie 30 tūkst. tokių gyvenamųjų namų. įgyvendinus šią strategiją daugiabučių namų energetinis efektyvumas vidutiniškai padidėtų net 60 proc.
POS;„Planuojama, kad daugiabučių renovacijos tempai iki 2050 m. turėtų išaugti trigubai. šiuo metu keliamas tikslas per metus renovuoti beveik 500 daugiabučių, palaipsniui šis skaičius turėtų didėti ir po 5 m. planuojama renovuoti 100 namų daugiau, o 2031-2040 m. laikotarpiu – po 1000 kasmet. Tuo tarpu 2041-2050 m. daugiabučių renovacijos tempas pasiektų 1400,“ – teigia Būsto energijos taupymo agentūros direktorius Valius Serbenta.
POS;Karantino sėkmės istorija: vietinė e. prekybos platforma atvėrė duris ir į užsienio rinką
POS;Koronaviruso pandemijos verslui padiktuoti iššūkiai privertė įmones žaibiškai persiorientuoti į prekybą internetu. Akivaizdu, kad verslo pasaulį per kelis mėnesius transformavę pokyčiai niekur nesitrauks, o e. komercija stiprės ir toliau. Tai rodo ir „Pigu.lt“ patirtis – pernai pradėjusi prekybos centro internete veiklą trijose Baltijos šalyse ir suteikusi galimybes vietos verslininkams prekiauti per šią platformą, įmonė šiemet sulaukė didžiulio verslų susidomėjimo ir jau džiaugiasi partnerių sėkmės istorijomis.
NEU;„Didelė dalis gyventojų apsipirkimą internetu pirmą kartą išbandė per karantiną. Ir nors to priežastis buvo siekis apsisaugoti nuo koronaviruso, tuo pat metu jie atrado, kad tai – ir daugybę kitų privalumų turintis apsipirkimo būdas. Vartotojai patyrė, kad apsipirkdami internetu jie gali rinktis iš milžiniško asortimento vienoje vietoje, o užsakymai jų namus pasiekia patogiausiu keliu, renkantis iš daugelio pristatymo būdų. Tokiais pranašumais tradiciniai prekybos kanalai pasigirti negali, tad vartotojai ir toliau pirks internetu, o pandemijos akivaizdoje sėkmingai verslą norinčios vystyti įmonės turės adaptuotis prie sparčiai besikeičiančios rinkos“, – sako R. žilėnas.
POS;Anot „Pigu.lt“ prekybos platformos vadovo, vyraujančias tendencijas atspindi ir įmonės statistika: dar karantino pradžioje Lietuvoje fiksuoti iki 80 proc. didesni pardavimai nei tuo pačiu laikotarpiu pernai. Augo ne tik paties „Pigu.lt“, bet ir kitų šio prekybos centro internete vienijamų parduotuvių pardavimai.
NEU;Anot pranešimo, NVSC buvo pateikusi bendras rekomendacijas tokių paslaugų teikėjams, tačiau norimų rezultatų tai nedavė – susiję atvejai ir toliau registruojami. Be to, pavyzdžiui, kreipusis į vieną iš šokio studijų su raginimu laikinai stabdyti veiklą, į tokias rekomendacijas šokių studija taip ir neatsižvelgė.
NEU;„Lietuvoje dirbdami daug metų negalime nepastebėti, kad tipiškam Lietuvos pirkėjui pats apsipirkimo procesas yra malonumas. Jam tiesiog patinka eiti į parduotuves, atrasti naujas jas ar naujus, dar nematytus produktus. Jis yra aktyvus ir smalsus. Jeigu prieš paskelbiant karantiną maisto ir kitas būtiniausias buities prekes internetu pirko 2% pirkėjų, jų skaičius per karantiną išaugo iki 6%, o griežčiausius suvaržymus atšaukus birželį, nukrito iki 3%. Kol kas negalima pasakyti, kad pirkimas internetu tapo įpročiu, bet kad atkreipė daugiau pirkėjų dėmesio – tikrai taip“, – sako I. Lepp.
NEU;„Apklausos rezultatai rodo, kad dėl pandemijos išaugus neužtikrintumui keletas bankų šiek tiek griežtino skolinimo standartus ir atsargiau teikė paskolas, tačiau situacija reikšmingai skiriasi nuo ankstesnės finansų krizės, kurios metu paskolų teikimo standartus sparčiai griežtino visi bankai“, – pranešime cituojama Paulina Zlatkutė, LB Makroprudencinės analizės skyriaus vyresnioji ekonomistė.
POS;Per šią apklausą, vykusią 2020 m. birželio mėn., daugumos įmonių finansinė būklė dar nebuvo vertinama blogai, tik reikšmingai suprastėjo viešbučių ir restoranų veiklas vykdančių įmonių vertinimas. Palankiausiai bankai įvertino mažiausiai pandemijos paveiktas veiklas vykdančias įmones – žemės ūkio, miškininkystės, gamybos. Apskritai daugumos įmonių būklė buvo vertinama kaip gera arba vidutinė. Namų ūkių būklę dauguma bankų vertino kaip vidutinę, tačiau trys bankai mano, kad ji blogės.
POS;Startuoja viena didžiausių plyno lauko investicijų Lietuvos istorijoje. Vakarų medienos grupės (VMG) naujos medžio drožlių gamyklos atidaryme dalyvavęs premjeras Saulius Skvernelis, sako, kad gamykla Akmenės LEZ – ilgai lauktas ir visam šiaurės Vakarų Lietuvos regionui didelę perspektyvą kuriantis projektas.
POS;Didžioji dalis iš 140 gamykloje sukurtų naujų darbo vietų skirtos automatizuotų staklių operatoriams. į vienos aukštą pridėtinę vertę turinčios darbo vietos sukūrimą vidutiniškai investuota apie 1 mln. Eur.
POS;Pasak investuotojo, VMG grupės vienintelio akcininko Sigito Paulausko, naujosios gamyklos produkcija ne tik užtikrins visus Lietuvos medienos ir baldų pramonės poreikius, bet ir atvers naujas galimybes statybų, apdailos, infrastruktūros, konstrukcinės medienos ir kitiems verslo sektoriams.
POS;„Projekto kuriama vertė šalies pramonei ir ekonomikai buvo vienas esminių kriterijų, paskatinęs mus pasirinkti šią investicijų kryptį. Gamykloje įdiegtos inovacijos, tvarūs poveikio aplinkai sprendimai, aukštos pridėtinės vertės darbo vietos leidžia mums pristatyti išskirtinį pramonės objektą, kuris kuria naudą regionui ir skatina Lietuvos lyderystę Europoje“, — sako S. Paulauskas.
NEU;„įgyvendindami ypatingos valstybinės svarbos projektus, tokius kaip „Rail Baltica“ ir „Via Baltica“, nuolat susiduriame su žemės ar kito turto paėmimo visuomenės poreikiams būtinybe. įvertinę savo patirtį įgyvendinant tokius projektus ir kylančias praktines problemas, siekiame teisiniais būdais apsaugoti teisėtus savininkų interesus ir užtikrinti efektyvesnį projektų įgyvendinimo procesą“, – Susisiekimo ministerijos pranešime cituojamas ministras Jaroslavas Narkevičius.
NEU;Jis tvirtina, kad vienas svarbiausių siūlomų įstatymų pakeitimų tikslų – užtikrinti, kad faktiškai asmenų gaunamos kompensacijos už prarastą turtą nebūtų sumažinamos per mokestines prievoles. Siūloma įtvirtinti, kad atlyginimas už visuomenės poreikiams paimamą žemę ar kitą turtą, kai valstybė įgyvendina ypatingos valstybinės svarbos projektus, nebūtų apmokestinamas gyventojų pajamų, pridėtinės vertės ar pelno mokesčiu.
NEU;Be to, siūloma, kad žemės savininkui būtų atlyginami nuostoliai, kurie atsiranda, kai po žemės paėmimo apribojama galimybė likusį mažą sklypą panaudoti pagal buvusią paskirtį. Pasak ministerijos, projektų įgyvendinimo patirtis rodo, kad tai aktualu namų valdos sklypų atveju, kai dėl nustatytos apsaugos zonos savininkas negali pasistatyti gyvenamojo namo.
POS;Siūlomais įstatymų pakeitimais taip pat siekiama efektyvinti ypatingos valstybinės svarbos projektų įgyvendinimo procesą ir tam tikras procedūras atlikti, kiek įmanoma, lygiagrečiai, tuo pačiu metu. Tvirtinama, kad taip suderinus žemės paėmimo visuomenės poreikiams projektavimo, inžinerinių geologinių ir geotechninių žemės gelmių bei kitų tyrimų procesus, būtų galima taupyti apie 1,5–2 metus laiko ir greičiau įgyvendinti projektus.
POS;Informacinių technologijų (IT) ir konsultacijų įmonių grupė „NRD Companies“ skelbia pirmąjį šių metų pusmetį dėl eksporto augimo išvengusi neigiamos pandemijos įtakos, išlipusi iš nuostolių ir uždirbusi 211.000 Eur grynojo pelno.
NEU;Valstybinė medicinos prietaisų akreditavimo tarnyba įregistravo „Litdent“ gaminamas kaukes kaip medicininę priemonę, todėl jos gali būti parduodamos kaip apsauginės ir medicininės kaukės tiek Lietuvoje, tiek ES. Patvirtinusi produkcijos kokybę, bendr ...
NEU;Vokietijos federalinė generalinė prokuratūra gegužę išdavė šio pareigūno arešto orderį. JAV Federalinis tyrimų biuras (FTB) irgi ieško D. Badino įtariant, kad jis prisidėjo prie bandymų paveikti 2016 metų Amerikos prezidento rinkimus.
NEG;VRK nurodo, kad kreipėsi į Vilniaus apskrities vyriausiąjį policijos komisariatą ir Vilniaus apygardos prokuratūrą prašydama pradėti ikiteisminį tyrimą dėl Rinkimų ar referendumo dokumento suklastojimo ir jo panaudojimo. Už tai Baudžiamajame kodekse numatoma maksimali bausmė – laisvės atėmimas iki ketverių metų, o jei dėl pažeidimo rinkimai dėl pažeidimo pripažįstami negaliojančiais – iki penkerių metų.
NEU;„Toks spartus augimas iš dalies gali būti paaiškinamas žema lyginamąja baze, nes praėjusių metų III ketvirtį fiksuotos palyginti mažos vidutinės butų kainos. Be to, naujų butų sandoriai nuo pirminio susitarimo ir kainos užfiksavimo iki oficialaus sandorio gali trukti keletą mėnesių, todėl pastarąjį ketvirtį fiksuotos kainos greičiausiai indikuoja metų pradžioje stebėtas rinkos tendencijas“, – pranešime teigė Paulius Rudzkis, laikinai einantis Registrų centro Duomenų sprendimų ir analizės departamento vadovo pareigas.
NEG;Pagal Ekonominio bendradarbiavimo ir plėtros organizacijos birželio mėnesio scenarijų, kuriame Lietuvos ūkiui piešiamas blogesnis scenarijus, šis rodiklis būtų 2,09%.
NEU;Po didžiulį atgarsį sukėlusios medžioklės, kurios metu buvo nušauta vaikinga stumbrė, aplinkos ministras Kęstutis Mažeika paskelbė, kad valstybė atsisakys profesionaliųjų medžioklės plotų. Kaip rašo portalas „15min“, ministras žadėjo, kad sprendimas bus įgyvendintas iki spalio 15 dienos, tačiau iki šiol į priekį pasistūmėta nedaug, procedūros pradėtos tik dėl trijų plotų.
POS;2017 m. ES apgyvendinimo sektoriaus pridėtinė vertė siekė 79 mlrd. Eur, kas atitinka 1,3% nefinansinio verslo ekonomikos pridėtinės vertės, restoranų pridėtinė vertė sudarė 96,4 mlrd. Eur, o dalis – 1,6%.
POS;Oro transporto, kelionių agentūrų ir kelionių organizatorių veikla nefinansinio verslo ekonomikoje generavo atitinkamai 0,5% ir 0,3% pridėtinės vertės.
POS;„Dabartinė pasaulio ekonomika yra paremta elektros energija, kuri be išimčių reikalinga įvairiose srityse. Elektros energijos gamyba ir jos naudojimas lemia 2/3 viso į atmosferą patenkančio CO2. Nors situacija gerėja, šiandien vis dar didelė dalis elektros energijos ir šilumos yra gaminama iš iškastinio kuro. Pasirinkę naudoti švarią elektros energiją, turime galimybę prisidėti prie aplinkos tausojimo, keisti situaciją ir kartu įgyvendinti į tvarią gamybą orientuotus įmonės tikslus. Pastebime, kad klientai ir partneriai vertina tokiu būdu demonstruojamą atsakomybę už verslo poveikį aplinkai. Dėl to tvarūs sprendimai ne tik leidžia prisidėti prie teigiamų pokyčių, bet ir kilstelėti produktų vertę”, – apibendrina įmonės Kokybės vadovė L. Kuliešienė.
POS;šveicarijos bankas UBS trečiąjį ketvirtį užbaigė įspūdingu net 99% siekusiu grynojo pelno augimu (2,1 mlrd. JAV dolerių). Tokį rezultatą lėmė ženklus pajamų iš prekybos finansiniais instrumentais ir turto valdymo paslaugų augimas, pralenkęs beveik visų konkurentų Volstryte rezultatus. Banko atstovai teigė, kad kitąmet savo akcijoms supirkti skirs 1,5 mlrd. JAV dolerių, kas rodo bendrą stiprią banko poziciją. Savo augimą UBS sieja su gerai diversifikuotu verslo modeliu, turinčiu platų regioninį pasiskirstymą.
NEG;Nors su pandemija šalis, panašu, susitvarkė, vartojimas Kinijoje per pirmus šių metų 9 mėn. išliko 7% žemesnis negu per analogišką 2019 m. laikotarpį. Tokie paslaugų sektoriai, kaip turizmas bei švietimas vis dar susiduria su sunkumais. Tolesniam Kinijos ekonomikos augimui įtakos turės santykiai su JAV po prezidento rinkimų.
